0.00000000	0.00111057	0.01434255	0.04184079	0.06666239	0.07691406	0.07464960	0.06592825	0.05518541	0.04481542	0.03583198	0.02847381	0.02262066	0.01802973	0.01444742	0.01165188	0.00946327	0.00774115	0.00637783	0.00529139	0.00441965	0.00371537	0.00314252	0.00267352	0.00228708	0.00196674	0.00169963	0.00147566	0.00128687	0.00112693	0.00099078	0.00087435	0.00077434	0.00068809	0.00061340	0.00054849	0.00049186	0.00044231	0.00039879	0.00036045	0.00032658	0.00029658	0.00026991	0.00024617	0.00022496	0.00020597	0.00018894	0.00017362	0.00015982	0.00014735
0.00000000	0.00082423	0.01064457	0.03105285	0.04947462	0.05708307	0.05540247	0.04892977	0.04095679	0.03326052	0.02659331	0.02113232	0.01678831	0.01338107	0.01072240	0.00864764	0.00702332	0.00574523	0.00473342	0.00392709	0.00328011	0.00275742	0.00233228	0.00198420	0.00169740	0.00145965	0.00126141	0.00109519	0.00095508	0.00083637	0.00073533	0.00064891	0.00057469	0.00051067	0.00045524	0.00040707	0.00036505	0.00032826	0.00029597	0.00026752	0.00024238	0.00022011	0.00020032	0.00018270	0.00016696	0.00015287	0.00014022	0.00012886	0.00011861	0.00010936
0.00000000	0.00033694	0.00435144	0.01269423	0.02022494	0.02333523	0.02264821	0.02000221	0.01674290	0.01359671	0.01087119	0.00863877	0.00686296	0.00547011	0.00438326	0.00353510	0.00287109	0.00234862	0.00193499	0.00160537	0.00134089	0.00112722	0.00095342	0.00081113	0.00069389	0.00059670	0.00051566	0.00044771	0.00039043	0.00034190	0.00030060	0.00026527	0.00023493	0.00020876	0.00018610	0.00016641	0.00014923	0.00013419	0.00012099	0.00010936	0.00009908	0.00008998	0.00008189	0.00007469	0.00006825	0.00006249	0.00005732	0.00005268	0.00004849	0.00004471
0.00000000	0.00007587	0.00097981	0.00285834	0.00455402	0.00525436	0.00509967	0.00450387	0.00376998	0.00306155	0.00244785	0.00194518	0.00154532	0.00123170	0.00098697	0.00079599	0.00064648	0.00052883	0.00043570	0.00036148	0.00030193	0.00025381	0.00021468	0.00018264	0.00015624	0.00013436	0.00011611	0.00010081	0.00008791	0.00007699	0.00006769	0.00005973	0.00005290	0.00004701	0.00004190	0.00003747	0.00003360	0.00003022	0.00002724	0.00002462	0.00002231	0.00002026	0.00001844	0.00001682	0.00001537	0.00001407	0.00001291	0.00001186	0.00001092	0.00001007
0.00000000	0.00000941	0.00012152	0.00035451	0.00056482	0.00065168	0.00063249	0.00055860	0.00046757	0.00037971	0.00030360	0.00024125	0.00019166	0.00015276	0.00012241	0.00009872	0.00008018	0.00006559	0.00005404	0.00004483	0.00003745	0.00003148	0.00002663	0.00002265	0.00001938	0.00001666	0.00001440	0.00001250	0.00001090	0.00000955	0.00000839	0.00000741	0.00000656	0.00000583	0.00000520	0.00000465	0.00000417	0.00000375	0.00000338	0.00000305	0.00000277	0.00000251	0.00000229	0.00000209	0.00000191	0.00000175	0.00000160	0.00000147	0.00000135	0.00000125
0.00000000	0.00000064	0.00000830	0.00002422	0.00003859	0.00004452	0.00004321	0.00003816	0.00003194	0.00002594	0.00002074	0.00001648	0.00001309	0.00001044	0.00000836	0.00000674	0.00000548	0.00000448	0.00000369	0.00000306	0.00000256	0.00000215	0.00000182	0.00000155	0.00000132	0.00000114	0.00000098	0.00000085	0.00000074	0.00000065	0.00000057	0.00000051	0.00000045	0.00000040	0.00000036	0.00000032	0.00000028	0.00000026	0.00000023	0.00000021	0.00000019	0.00000017	0.00000016	0.00000014	0.00000013	0.00000012	0.00000011	0.00000010	0.00000009	0.00000009
0.00000000	0.00000002	0.00000031	0.00000091	0.00000145	0.00000168	0.00000163	0.00000144	0.00000120	0.00000098	0.00000078	0.00000062	0.00000049	0.00000039	0.00000031	0.00000025	0.00000021	0.00000017	0.00000014	0.00000012	0.00000010	0.00000008	0.00000007	0.00000006	0.00000005	0.00000004	0.00000004	0.00000003	0.00000003	0.00000002	0.00000002	0.00000002	0.00000002	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000001	0.00000002	0.00000003	0.00000003	0.00000003	0.00000003	0.00000002	0.00000002	0.00000002	0.00000001	0.00000001	0.00000001	0.00000001	0.00000001	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
